Source Node,Destination Node,Label,Out_d_source,in_d_source,out_d_dest, in_d_dest,Transitive_frnds,Out_d_common_frnds,in_d_common_frnds,Total_frnds,Jaccard_coeff,cosine
4794567.0,31298.0,1.0,1176.0,15.0,0.0,37.0,2.0,0.0,1.0,1214.0,0.0008237232289950577,2.26927179068237e-05
4000702.0,4579255.0,1.0,128.0,33.0,0.0,193.0,3.0,0.0,1.0,337.0,0.002967359050445104,3.2182280436391724e-05
4518333.0,1121696.0,0.0,74.0,25.0,0.0,3.0,0.0,0.0,0.0,87.0,0.0,0.0
454766.0,3625391.0,1.0,276.0,23.0,0.0,28.0,3.0,0.0,2.0,307.0,0.006514657980456026,0.00023889154323936931
2413813.0,868911.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
1946235.0,2823148.0,0.0,1011.0,163.0,0.0,1.0,0.0,0.0,0.0,1077.0,0.0,0.0
1171406.0,2961648.0,0.0,92.0,14.0,0.0,10.0,0.0,0.0,0.0,109.0,0.0,0.0
900263.0,4796640.0,0.0,1352.0,38.0,0.0,1.0,0.0,0.0,0.0,1354.0,0.0,0.0
2947975.0,2829770.0,1.0,145.0,37.0,0.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0
981716.0,1484596.0,0.0,162.0,3.0,0.0,1.0,0.0,0.0,0.0,163.0,0.0,0.0
907244.0,3858406.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0
4684143.0,607993.0,1.0,22.0,5.0,0.0,12.0,0.0,0.0,0.0,36.0,0.0,0.0
3758464.0,1823406.0,0.0,410.0,114.0,0.0,1.0,0.0,0.0,0.0,473.0,0.0,0.0
775015.0,745103.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
3213224.0,3851897.0,1.0,179.0,33.0,162.0,1875.0,12.0,8.0,6.0,2169.0,0.006454587367450438,3.241911430979706e-05
4286488.0,4224081.0,1.0,121.0,48.0,11.0,90.0,10.0,5.0,12.0,217.0,0.07834101382488479,0.000995957583924073
2702786.0,4005776.0,1.0,131.0,19.0,0.0,2.0,0.0,0.0,0.0,142.0,0.0,0.0
1874925.0,3483540.0,0.0,66.0,11.0,0.0,1.0,0.0,0.0,0.0,68.0,0.0,0.0
183075.0,2190302.0,1.0,226.0,67.0,0.0,2.0,1.0,0.0,1.0,237.0,0.004219409282700422,0.0017064846416382253
1603902.0,92074.0,1.0,2001.0,76.0,0.0,136.0,14.0,0.0,8.0,2123.0,0.0037682524729156855,2.832139114673313e-05
2480867.0,2025072.0,1.0,31.0,33.0,0.0,1415.0,0.0,0.0,11.0,1465.0,0.007508532423208191,0.00012146643109540637
1264938.0,372557.0,1.0,15.0,165.0,0.0,3.0,0.0,0.0,1.0,181.0,0.0055248618784530384,0.001851851851851852
2158045.0,2282859.0,0.0,184.0,91.0,0.0,29.0,0.0,0.0,0.0,224.0,0.0,0.0
1316949.0,851399.0,1.0,16383.0,632.0,0.0,48.0,9.0,0.0,9.0,16884.0,0.0005330490405117271,1.1019688510138113e-05
2437206.0,1297687.0,1.0,123.0,6.0,0.0,104.0,3.0,0.0,1.0,224.0,0.004464285714285714,7.453786523553965e-05
466078.0,3559932.0,0.0,36.0,8.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0
1722136.0,819853.0,0.0,2273.0,209.0,0.0,3.0,0.0,0.0,0.0,2301.0,0.0,0.0
243123.0,3617074.0,0.0,337.0,38.0,0.0,2.0,0.0,0.0,0.0,354.0,0.0,0.0
1360590.0,976645.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
225851.0,1603084.0,1.0,61.0,11.0,17.0,297.0,0.0,2.0,0.0,376.0,0.005319148936170213,8.846426043878273e-05
2864369.0,4195834.0,0.0,53.0,10.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0
2328285.0,142483.0,1.0,24.0,112.0,0.0,98.0,0.0,0.0,32.0,202.0,0.15841584158415842,0.0024009603841536613
3322929.0,3099672.0,1.0,152.0,30.0,4519.0,2224.0,14.0,19.0,23.0,6102.0,0.00688298918387414,3.422352525125772e-05
1304702.0,4616452.0,1.0,34.0,10.0,0.0,6.0,1.0,0.0,1.0,42.0,0.023809523809523808,0.003787878787878788
1039933.0,1763929.0,1.0,236.0,239.0,0.0,13.0,1.0,0.0,2.0,450.0,0.0044444444444444444,0.00032388663967611336
2223997.0,1567934.0,1.0,6.0,2.0,124.0,1774.0,1.0,1.0,1.0,1883.0,0.0010621348911311736,0.00013171759747102212
4359863.0,368275.0,0.0,338.0,39.0,0.0,1.0,0.0,0.0,0.0,348.0,0.0,0.0
3160479.0,1628437.0,1.0,327.0,266.0,0.0,11.0,3.0,0.0,4.0,531.0,0.007532956685499058,0.0006132147784761613
2639225.0,1331581.0,0.0,122.0,6.0,0.0,13.0,0.0,0.0,0.0,138.0,0.0,0.0
4648824.0,3419290.0,0.0,221.0,112.0,0.0,41.0,1.0,0.0,1.0,318.0,0.0031446540880503146,7.324397568300007e-05
3973880.0,2538104.0,0.0,279.0,21.0,0.0,1.0,0.0,0.0,0.0,288.0,0.0,0.0
4648778.0,1397539.0,0.0,155.0,26.0,0.0,2.0,0.0,0.0,0.0,167.0,0.0,0.0
3086336.0,712064.0,0.0,2395.0,156.0,0.0,1.0,0.0,0.0,0.0,2430.0,0.0,0.0
317604.0,2443879.0,1.0,724.0,49.0,0.0,353.0,4.0,0.0,4.0,1079.0,0.0037071362372567192,1.4659048847615522e-05
3875544.0,134107.0,1.0,145.0,9.0,3.0,3018.0,2.0,0.0,0.0,3167.0,0.0,0.0
3907521.0,1167762.0,1.0,180.0,14.0,0.0,1.0,0.0,0.0,0.0,183.0,0.0,0.0
547854.0,3522006.0,1.0,51.0,39.0,0.0,2.0,1.0,0.0,1.0,78.0,0.01282051282051282,0.005555555555555556
3548543.0,2485836.0,0.0,18.0,3.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0
3806097.0,4534415.0,0.0,99.0,12.0,0.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0
2120805.0,996796.0,1.0,193.0,120.0,0.0,72.0,11.0,0.0,15.0,309.0,0.04854368932038835,0.0006656017039403621
1996636.0,3435255.0,0.0,136.0,31.0,0.0,1.0,0.0,0.0,0.0,144.0,0.0,0.0
4533980.0,281863.0,1.0,7018.0,251.0,641.0,928.0,109.0,61.0,85.0,8365.0,0.01745367603108189,1.2801334425129335e-05
1969842.0,437860.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0
4528224.0,2604494.0,0.0,257.0,57.0,0.0,1.0,0.0,0.0,0.0,292.0,0.0,0.0
2055606.0,2412846.0,0.0,82.0,24.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
321595.0,4155992.0,1.0,58.0,9.0,0.0,19.0,0.0,0.0,0.0,80.0,0.0,0.0
3088832.0,3672340.0,0.0,261.0,126.0,0.0,1.0,0.0,0.0,0.0,354.0,0.0,0.0
1226466.0,2263108.0,0.0,267.0,27.0,0.0,1.0,0.0,0.0,0.0,283.0,0.0,0.0
3707221.0,1307301.0,1.0,260.0,14.0,0.0,356.0,2.0,0.0,1.0,615.0,0.0016260162601626016,1.0251783810383006e-05
4353021.0,1062916.0,1.0,287.0,22.0,50.0,699.0,4.0,2.0,2.0,1033.0,0.003872216844143272,1.7283022454966926e-05
2405403.0,2049707.0,0.0,95.0,7.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2289629.0,4230861.0,1.0,21.0,2.0,0.0,49.0,0.0,0.0,0.0,70.0,0.0,0.0
4059698.0,1038533.0,0.0,742.0,125.0,0.0,8.0,0.0,0.0,0.0,805.0,0.0,0.0
3941152.0,3400530.0,0.0,62.0,10.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0
2092977.0,3984289.0,0.0,33.0,1.0,0.0,6.0,0.0,0.0,0.0,40.0,0.0,0.0
1458404.0,4623810.0,1.0,74.0,178.0,0.0,4.0,0.0,0.0,0.0,245.0,0.0,0.0
3095002.0,4334373.0,0.0,111.0,17.0,0.0,1.0,0.0,0.0,0.0,114.0,0.0,0.0
3592383.0,3620665.0,0.0,475.0,87.0,0.0,23.0,0.0,0.0,0.0,524.0,0.0,0.0
2044381.0,4593155.0,1.0,864.0,38.0,0.0,31.0,3.0,0.0,3.0,897.0,0.0033444816053511705,0.00010728846291395465
590810.0,4733312.0,1.0,46.0,5.0,0.0,45.0,1.0,0.0,1.0,92.0,0.010869565217391304,0.00043572984749455336
3267250.0,2684351.0,0.0,485.0,149.0,0.0,1.0,0.0,0.0,0.0,570.0,0.0,0.0
2582904.0,1107592.0,1.0,251.0,211.0,0.0,5.0,0.0,0.0,0.0,416.0,0.0,0.0
2170353.0,4824650.0,0.0,322.0,22.0,0.0,9.0,0.0,0.0,0.0,337.0,0.0,0.0
1328395.0,190971.0,1.0,79.0,8.0,123.0,1109.0,3.0,6.0,2.0,1272.0,0.006289308176100629,7.463800567248842e-05
884057.0,3432726.0,1.0,395.0,48.0,0.0,12.0,4.0,0.0,5.0,433.0,0.011547344110854504,0.0009405568096313017
2706552.0,2109935.0,1.0,3348.0,114.0,0.0,12.0,1.0,0.0,1.0,3377.0,0.0002961208172934557,2.4070864625457346e-05
1465317.0,3862383.0,0.0,81.0,36.0,0.0,29.0,0.0,0.0,0.0,115.0,0.0,0.0
4097702.0,4500043.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0
3802474.0,4091121.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
4702662.0,4122449.0,1.0,15.0,1.0,199.0,12.0,0.0,1.0,0.0,220.0,0.004545454545454545,0.0002962085308056872
2813903.0,3549906.0,1.0,169.0,13.0,0.0,12.0,0.0,0.0,1.0,191.0,0.005235602094240838,0.0004578754578754579
2719654.0,373522.0,0.0,50.0,10.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
3557042.0,3109805.0,1.0,71.0,10.0,36.0,263.0,1.0,0.0,1.0,368.0,0.002717391304347826,4.128989636236013e-05
4608557.0,3657414.0,0.0,155.0,14.0,0.0,2.0,0.0,0.0,0.0,159.0,0.0,0.0
3537031.0,3071440.0,0.0,117.0,27.0,0.0,7.0,0.0,0.0,0.0,127.0,0.0,0.0
2914833.0,762218.0,0.0,398.0,49.0,0.0,1.0,0.0,0.0,0.0,409.0,0.0,0.0
3510952.0,4023572.0,0.0,270.0,19.0,0.0,1.0,0.0,0.0,0.0,274.0,0.0,0.0
3162253.0,96491.0,1.0,103.0,60.0,0.0,3.0,1.0,0.0,1.0,155.0,0.0064516129032258064,0.002044989775051125
2454972.0,1422828.0,1.0,122.0,8.0,0.0,44.0,2.0,0.0,2.0,164.0,0.012195121951219513,0.00034965034965034965
2348903.0,4393242.0,1.0,354.0,32.0,0.0,7.0,0.0,0.0,0.0,380.0,0.0,0.0
4779640.0,173065.0,0.0,20.0,31.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0
3654440.0,3197273.0,0.0,738.0,65.0,0.0,1.0,0.0,0.0,0.0,741.0,0.0,0.0
486261.0,4473023.0,0.0,134.0,24.0,0.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0
1783808.0,2531041.0,1.0,125.0,5.0,0.0,19.0,0.0,0.0,0.0,145.0,0.0,0.0
3296334.0,4858205.0,0.0,103.0,11.0,0.0,2.0,0.0,0.0,0.0,108.0,0.0,0.0
714369.0,4094269.0,0.0,1879.0,168.0,0.0,5.0,0.0,0.0,0.0,1890.0,0.0,0.0
3443703.0,1856676.0,1.0,39.0,15.0,197.0,236.0,1.0,1.0,2.0,299.0,0.010033444816053512,0.00012830382345393893
3573863.0,2491134.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0
1051126.0,1647307.0,1.0,1173.0,163.0,0.0,59.0,8.0,0.0,4.0,1252.0,0.003194888178913738,5.074596569572719e-05
4034554.0,3799547.0,1.0,142.0,16.0,0.0,118.0,5.0,0.0,5.0,256.0,0.01953125,0.000268182793391976
2041398.0,3601027.0,1.0,134.0,6.0,0.0,53.0,5.0,0.0,3.0,182.0,0.016483516483516484,0.00040431266846361187
2882090.0,2486727.0,0.0,55.0,8.0,0.0,163.0,1.0,0.0,1.0,218.0,0.0045871559633027525,9.738046547862498e-05
32203.0,2808759.0,1.0,182.0,60.0,0.0,9.0,1.0,0.0,1.0,217.0,0.004608294930875576,0.0004591368227731864
702720.0,1305914.0,0.0,355.0,73.0,0.0,2.0,0.0,0.0,0.0,391.0,0.0,0.0
1768219.0,2431999.0,1.0,102.0,208.0,263.0,29.0,0.0,0.0,3.0,513.0,0.005847953216374269,3.314184710561202e-05
4337533.0,2603490.0,1.0,1.0,1.0,996.0,1034.0,0.0,0.0,1.0,1889.0,0.0005293806246691371,0.0002463054187192118
4747818.0,4488951.0,0.0,50.0,322.0,0.0,1.0,0.0,0.0,0.0,336.0,0.0,0.0
3375824.0,1966764.0,1.0,17.0,3.0,751.0,2256.0,2.0,3.0,1.0,2848.0,0.0014044943820224719,6.651147322913203e-05
2047165.0,1229837.0,1.0,134.0,31.0,0.0,4.0,1.0,0.0,1.0,140.0,0.007142857142857143,0.0015151515151515152
1533844.0,798741.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
736824.0,82978.0,1.0,2663.0,89.0,0.0,42.0,16.0,0.0,14.0,2698.0,0.005189028910303929,0.00012112403100775194
4568289.0,378996.0,1.0,112.0,47.0,112.0,122.0,23.0,24.0,16.0,290.0,0.13793103448275862,0.0010750954147180562
2352662.0,929092.0,1.0,228.0,66.0,0.0,19.0,8.0,0.0,10.0,276.0,0.036231884057971016,0.0017901897601145722
1527395.0,2432735.0,0.0,137.0,219.0,0.0,1.0,0.0,0.0,0.0,252.0,0.0,0.0
3075738.0,3595455.0,1.0,59.0,2.0,0.0,146.0,4.0,0.0,0.0,202.0,0.0,0.0
437401.0,2178967.0,1.0,135.0,33.0,0.0,58.0,13.0,0.0,14.0,183.0,0.07650273224043716,0.0014367816091954023
397519.0,2279070.0,1.0,258.0,48.0,15185.0,510.0,6.0,10.0,5.0,15494.0,0.0009681166903317413,3.123262685131396e-06
104736.0,1772156.0,1.0,199.0,46.0,135.0,83.0,31.0,38.0,27.0,329.0,0.19756838905775076,0.001217000561692567
941943.0,2620814.0,1.0,80.0,1.0,65.0,60.0,1.0,2.0,0.0,198.0,0.010101010101010102,0.00019753086419753085
4540396.0,1961780.0,0.0,928.0,74.0,0.0,4.0,0.0,0.0,0.0,938.0,0.0,0.0
55266.0,668572.0,0.0,407.0,74.0,0.0,1.0,0.0,0.0,0.0,468.0,0.0,0.0
1848652.0,4095538.0,1.0,1909.0,354.0,239.0,199.0,19.0,13.0,26.0,2383.0,0.016365925304238357,3.9346485148215186e-05
3180663.0,2270004.0,0.0,118.0,97.0,0.0,8.0,0.0,0.0,0.0,180.0,0.0,0.0
663797.0,376810.0,1.0,359.0,22.0,157.0,76.0,13.0,20.0,1.0,542.0,0.03874538745387454,0.00023655841303098915
480668.0,2302480.0,1.0,1936.0,138.0,0.0,2.0,1.0,0.0,1.0,1949.0,0.000513083632632119,0.00024108003857280618
1414902.0,3548883.0,1.0,4.0,364.0,0.0,50.0,1.0,0.0,25.0,391.0,0.0639386189258312,0.001358695652173913
587608.0,2201184.0,1.0,11635.0,211.0,0.0,145.0,37.0,0.0,27.0,11756.0,0.0022966995576726777,1.57189681370694e-05
3876265.0,3641944.0,0.0,144.0,240.0,0.0,1.0,0.0,0.0,0.0,327.0,0.0,0.0
2807258.0,201327.0,0.0,122.0,11.0,0.0,1.0,0.0,0.0,0.0,127.0,0.0,0.0
4654725.0,145915.0,0.0,195.0,30.0,0.0,1.0,0.0,0.0,0.0,205.0,0.0,0.0
3669947.0,595973.0,1.0,28.0,9.0,214.0,1136.0,3.0,2.0,2.0,1329.0,0.0030097817908201654,8.008008008008008e-05
1311889.0,2963300.0,1.0,6504.0,516.0,0.0,43.0,3.0,0.0,4.0,6771.0,0.0005907546891153448,1.3251176041873716e-05
4182438.0,2030989.0,1.0,481.0,48.0,0.0,5.0,1.0,0.0,1.0,496.0,0.0020161290322580645,0.0003780718336483932
4287803.0,1077929.0,1.0,66.0,4.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0
2322089.0,564330.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
3136818.0,4299815.0,0.0,88.0,23.0,0.0,37.0,0.0,0.0,0.0,138.0,0.0,0.0
4135071.0,3533820.0,1.0,123.0,22.0,0.0,3.0,0.0,0.0,0.0,144.0,0.0,0.0
3950088.0,4089325.0,0.0,1309.0,153.0,0.0,1.0,0.0,0.0,0.0,1357.0,0.0,0.0
2186892.0,4480246.0,0.0,4006.0,102.0,0.0,8.0,0.0,0.0,0.0,4029.0,0.0,0.0
898214.0,2140047.0,0.0,675.0,487.0,0.0,1.0,0.0,0.0,0.0,908.0,0.0,0.0
2245937.0,1848459.0,1.0,2224.0,39.0,0.0,65.0,2.0,0.0,1.0,2291.0,0.00043649061545176777,6.798327611407594e-06
4294812.0,2059990.0,0.0,107.0,18.0,0.0,2.0,0.0,0.0,0.0,112.0,0.0,0.0
3327225.0,4658248.0,1.0,109.0,30.0,0.0,7.0,0.0,0.0,2.0,130.0,0.015384615384615385,0.0020554984583761563
2840677.0,2323533.0,0.0,117.0,13.0,0.0,5.0,0.0,0.0,0.0,128.0,0.0,0.0
1510261.0,737556.0,0.0,87.0,5.0,0.0,1.0,0.0,0.0,0.0,89.0,0.0,0.0
1381271.0,10745.0,1.0,263.0,50.0,0.0,4.0,1.0,0.0,1.0,274.0,0.0036496350364963502,0.0007987220447284345
967583.0,4480699.0,1.0,1959.0,184.0,0.0,24.0,8.0,0.0,6.0,1979.0,0.003031834259727135,0.00011665888940737284
544453.0,187043.0,1.0,73.0,1.0,0.0,8.0,0.0,0.0,0.0,81.0,0.0,0.0
2536065.0,4025509.0,1.0,158.0,8.0,49.0,519.0,0.0,2.0,1.0,723.0,0.004149377593360996,3.18174104870185e-05
860928.0,2373993.0,0.0,686.0,113.0,0.0,1.0,0.0,0.0,0.0,715.0,0.0,0.0
1679085.0,4819843.0,1.0,1129.0,427.0,0.0,3.0,0.0,0.0,0.0,1518.0,0.0,0.0
2553947.0,810499.0,0.0,718.0,51.0,0.0,1.0,0.0,0.0,0.0,758.0,0.0,0.0
2358597.0,4241337.0,0.0,102.0,26.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0
4082080.0,4194291.0,1.0,2151.0,33.0,0.0,6.0,0.0,0.0,0.0,2164.0,0.0,0.0
4419088.0,545282.0,1.0,100.0,1.0,9.0,144.0,0.0,0.0,0.0,251.0,0.0,0.0
1947330.0,4322186.0,0.0,312.0,63.0,0.0,1.0,0.0,0.0,0.0,313.0,0.0,0.0
72240.0,300831.0,1.0,564.0,51.0,0.0,38.0,0.0,0.0,1.0,639.0,0.001564945226917058,4.2789901583226356e-05
1526208.0,3754384.0,0.0,213.0,25.0,0.0,9.0,0.0,0.0,0.0,223.0,0.0,0.0
3443730.0,1671149.0,0.0,560.0,145.0,0.0,1.0,0.0,0.0,0.0,611.0,0.0,0.0
4749011.0,4012718.0,0.0,140.0,44.0,0.0,3.0,0.0,0.0,0.0,154.0,0.0,0.0
3609563.0,2666034.0,0.0,152.0,130.0,0.0,1.0,0.0,0.0,0.0,245.0,0.0,0.0
3361990.0,2594034.0,1.0,52.0,1.0,0.0,2.0,0.0,0.0,1.0,54.0,0.018518518518518517,0.009433962264150943
4046643.0,4272365.0,1.0,316.0,58.0,0.0,29.0,6.0,0.0,8.0,349.0,0.022922636103151862,0.0007375991148810622
1070631.0,612417.0,0.0,443.0,47.0,0.0,1.0,0.0,0.0,0.0,465.0,0.0,0.0
2204169.0,2398818.0,0.0,20.0,5.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0
3863936.0,1218818.0,0.0,241.0,183.0,0.0,1.0,0.0,0.0,0.0,360.0,0.0,0.0
4166181.0,4547482.0,0.0,42.0,16.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
2166440.0,3679526.0,0.0,819.0,162.0,0.0,1.0,0.0,0.0,0.0,893.0,0.0,0.0
124704.0,3112591.0,1.0,266.0,21.0,0.0,67.0,0.0,0.0,0.0,337.0,0.0,0.0
4017844.0,1536908.0,0.0,62.0,72.0,0.0,1.0,0.0,0.0,0.0,101.0,0.0,0.0
2770954.0,3533168.0,1.0,108.0,54.0,18.0,3624.0,19.0,0.0,13.0,3737.0,0.0034787262510034785,2.203374892373611e-05
3486583.0,1258309.0,0.0,364.0,50.0,0.0,4.0,0.0,0.0,0.0,401.0,0.0,0.0
4717509.0,58056.0,1.0,31.0,6.0,229.0,467.0,4.0,4.0,4.0,569.0,0.014059753954305799,0.00031065548306927616
1047405.0,2775827.0,1.0,260.0,14.0,0.0,3.0,1.0,0.0,1.0,264.0,0.003787878787878788,0.0012165450121654502
4510310.0,4720151.0,0.0,56.0,39.0,0.0,4.0,0.0,0.0,0.0,75.0,0.0,0.0
1339912.0,3323102.0,1.0,218.0,53.0,0.0,31.0,8.0,0.0,7.0,254.0,0.027559055118110236,0.0008332341387930008
326609.0,3205539.0,1.0,807.0,81.0,0.0,24.0,0.0,0.0,0.0,848.0,0.0,0.0
3755193.0,2726992.0,0.0,16383.0,450.0,0.0,3.0,0.0,0.0,0.0,16735.0,0.0,0.0
4227895.0,1668004.0,1.0,63.0,54.0,0.0,9.0,0.0,0.0,2.0,101.0,0.019801980198019802,0.001899335232668566
3778758.0,672697.0,0.0,345.0,38.0,0.0,11.0,0.0,0.0,0.0,365.0,0.0,0.0
4513943.0,1232555.0,0.0,16383.0,487.0,0.0,1.0,0.0,0.0,0.0,16822.0,0.0,0.0
2130791.0,537415.0,0.0,78.0,28.0,0.0,23.0,0.0,0.0,0.0,108.0,0.0,0.0
2474292.0,4357838.0,1.0,4628.0,109.0,0.0,74.0,63.0,0.0,65.0,4642.0,0.014002585092632486,0.00018542925446028675
1424162.0,993128.0,1.0,217.0,24.0,0.0,14.0,0.0,0.0,0.0,247.0,0.0,0.0
2362234.0,3722109.0,1.0,7719.0,534.0,0.0,53.0,17.0,0.0,17.0,7775.0,0.0021864951768488746,3.886522682432231e-05
4002274.0,1248050.0,1.0,470.0,120.0,0.0,1.0,0.0,0.0,0.0,539.0,0.0,0.0
1904253.0,1338073.0,0.0,469.0,24.0,0.0,9.0,0.0,0.0,0.0,485.0,0.0,0.0
730031.0,990161.0,1.0,10.0,272.0,915.0,242.0,3.0,8.0,108.0,1139.0,0.10184372256365233,0.00035552940166853626
2387339.0,3426336.0,1.0,2136.0,102.0,0.0,19.0,1.0,0.0,1.0,2156.0,0.00046382189239332097,2.3517238135553362e-05
679450.0,1994234.0,1.0,39.0,59.0,101.0,124.0,5.0,2.0,14.0,283.0,0.05653710247349823,0.0007256235827664399
3873602.0,360801.0,0.0,145.0,30.0,0.0,1.0,0.0,0.0,0.0,167.0,0.0,0.0
1930557.0,4432904.0,1.0,36.0,4.0,46.0,395.0,2.0,3.0,0.0,459.0,0.006535947712418301,0.00017006802721088434
3909263.0,2366013.0,1.0,59.0,10.0,178.0,317.0,14.0,6.0,6.0,477.0,0.025157232704402517,0.0003513394817742644
3732616.0,2685913.0,0.0,374.0,22.0,0.0,3.0,0.0,0.0,0.0,384.0,0.0,0.0
4335875.0,4235660.0,0.0,236.0,60.0,0.0,1.0,0.0,0.0,0.0,250.0,0.0,0.0
2394757.0,218573.0,0.0,64.0,121.0,0.0,1.0,0.0,0.0,0.0,186.0,0.0,0.0
177296.0,1356692.0,1.0,120.0,23.0,0.0,5.0,1.0,0.0,1.0,126.0,0.007936507936507936,0.0013986013986013986
1265638.0,3045537.0,1.0,681.0,44.0,571.0,151.0,2.0,4.0,0.0,1322.0,0.0030257186081694403,7.641608558601586e-06
397519.0,3285474.0,0.0,258.0,48.0,0.0,1.0,0.0,0.0,0.0,269.0,0.0,0.0
59152.0,989837.0,0.0,317.0,73.0,0.0,1.0,0.0,0.0,0.0,332.0,0.0,0.0
853954.0,3992851.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
1321387.0,2582458.0,0.0,86.0,7.0,0.0,4.0,0.0,0.0,0.0,92.0,0.0,0.0
1621507.0,2415197.0,1.0,104.0,587.0,0.0,4.0,0.0,0.0,2.0,680.0,0.0029411764705882353,0.000723589001447178
2491789.0,812726.0,1.0,49.0,16.0,378.0,99.0,5.0,6.0,4.0,444.0,0.02252252252252252,0.0003225286244154169
69681.0,3417115.0,0.0,160.0,19.0,0.0,43.0,0.0,0.0,0.0,216.0,0.0,0.0
2548144.0,3140613.0,0.0,917.0,381.0,0.0,1.0,0.0,0.0,0.0,970.0,0.0,0.0
3348363.0,1108696.0,0.0,201.0,94.0,0.0,37.0,1.0,0.0,1.0,267.0,0.003745318352059925,9.161704076958314e-05
3910633.0,299009.0,1.0,190.0,36.0,0.0,17.0,9.0,0.0,6.0,220.0,0.02727272727272727,0.0015616866215512754
3456295.0,3272640.0,1.0,583.0,58.0,0.0,16.0,2.0,0.0,2.0,615.0,0.0032520325203252032,0.0001950078003120125
4756832.0,3192138.0,0.0,25.0,24.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
4544223.0,3314219.0,1.0,257.0,43.0,0.0,1.0,0.0,0.0,0.0,275.0,0.0,0.0
3691834.0,2609618.0,1.0,668.0,78.0,0.0,27.0,11.0,0.0,12.0,716.0,0.01675977653631285,0.0005957700327673518
3609348.0,2228371.0,1.0,35.0,13.0,16383.0,1065.0,0.0,0.0,0.0,17458.0,0.0,0.0
2717603.0,1303418.0,1.0,91.0,10.0,0.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0
3366732.0,4639383.0,0.0,124.0,37.0,0.0,2.0,0.0,0.0,0.0,149.0,0.0,0.0
4003463.0,269122.0,1.0,34.0,17.0,0.0,14.0,1.0,0.0,3.0,60.0,0.05,0.004201680672268907
1221465.0,947766.0,0.0,3160.0,51.0,0.0,1.0,0.0,0.0,0.0,3171.0,0.0,0.0
3189200.0,169768.0,1.0,1330.0,288.0,0.0,278.0,69.0,0.0,57.0,1541.0,0.03698896820246593,0.00012672186107726922
413124.0,4482517.0,1.0,85.0,41.0,83.0,18.0,1.0,14.0,7.0,182.0,0.11538461538461539,0.0016501650165016502
1009377.0,2342146.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4422669.0,1805859.0,0.0,113.0,45.0,0.0,1.0,0.0,0.0,0.0,135.0,0.0,0.0
4145470.0,2053725.0,1.0,113.0,45.0,42.0,84.0,18.0,13.0,21.0,196.0,0.17346938775510204,0.001707856138235885
4392538.0,3044750.0,1.0,15.0,20.0,226.0,474.0,13.0,14.0,19.0,517.0,0.06382978723404255,0.001346938775510204
1708385.0,3281846.0,1.0,534.0,40.0,0.0,8.0,0.0,0.0,0.0,547.0,0.0,0.0
1258807.0,1382821.0,1.0,159.0,17.0,0.0,6.0,3.0,0.0,2.0,164.0,0.012195121951219513,0.001893939393939394
3668814.0,477154.0,0.0,120.0,21.0,0.0,1.0,0.0,0.0,0.0,135.0,0.0,0.0
3411108.0,1325739.0,0.0,43.0,17.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
2241263.0,78828.0,1.0,31.0,7.0,6562.0,706.0,4.0,6.0,4.0,6666.0,0.0015001500150015,3.62077455609304e-05
